source,target,Timestamp
Coke824,Jomaca18,2023-04-06T22:15:44.000Z
PablodelaMac,elconfidencial,2023-04-06T22:15:12.000Z
tonipr59,Jomaca18,2023-04-06T22:14:52.000Z
FrancArgentoF63,OnVasBarcelona,2023-04-06T22:14:17.000Z
LlopisIrene,tresmasciento,2023-04-06T22:12:23.000Z
BobLiberado,FroilLannister,2023-04-06T22:11:28.000Z
nestorbg3,SanWicente,2023-04-06T22:10:17.000Z
nestorbg3,DINGO40378066,2023-04-06T22:10:17.000Z
tito6171,elconfidencial,2023-04-06T22:10:16.000Z
ppinmar1975,FroilLannister,2023-04-06T22:10:08.000Z
danirodrimar,tresmasciento,2023-04-06T22:09:17.000Z
ribera_jon,JuanmiGG_News,2023-04-06T22:09:05.000Z
nestorbg3,SanWicente,2023-04-06T22:08:51.000Z
nestorbg3,Jeanne19251239,2023-04-06T22:08:51.000Z
nestorbg3,DINGO40378066,2023-04-06T22:08:51.000Z
carmontane,SergiMaranya,2023-04-06T22:08:35.000Z
DINGO40378066,SanWicente,2023-04-06T22:08:16.000Z
DINGO40378066,Jeanne19251239,2023-04-06T22:08:16.000Z
DINGO40378066,DINGO40378066,2023-04-06T22:08:16.000Z
BVellisco1,Jomaca18,2023-04-06T22:08:11.000Z
DINGO40378066,SanWicente,2023-04-06T22:07:53.000Z
DINGO40378066,DINGO40378066,2023-04-06T22:07:53.000Z
ReigRico,Agusti76529081,2023-04-06T22:07:33.000Z
Joaquin55962224,JuanmiGG_News,2023-04-06T22:07:17.000Z
Josepll1951,SergiMaranya,2023-04-06T22:06:41.000Z
EdictaAponte,elconfidencial,2023-04-06T22:04:47.000Z
ClericiSusana,danielsirera,2023-04-06T22:04:38.000Z
Tweety2719mes,SergiMaranya,2023-04-06T22:02:58.000Z
pepilc58,SergiMaranya,2023-04-06T22:02:23.000Z
MariaJOrozco1,AlbanoDante76,2023-04-06T22:01:47.000Z
Old_Nemo,SergiMaranya,2023-04-06T22:00:17.000Z
ReiParellada,anluma99,2023-04-06T21:55:17.000Z
Gandalfraul,tresmasciento,2023-04-06T21:55:11.000Z
Jose_Sanabria_G,Jomaca18,2023-04-06T21:53:42.000Z
cc9d4e5f3cf34f8,ANDVOX1,2023-04-06T21:53:33.000Z
javierfont6,Jomaca18,2023-04-06T21:53:03.000Z
neigeblanca,albinegrorellut,2023-04-06T21:52:27.000Z
paprikev,Jomaca18,2023-04-06T21:51:54.000Z
ngelitobravo1,SanWicente,2023-04-06T21:51:47.000Z
ngelitobravo1,DINGO40378066,2023-04-06T21:51:47.000Z
PeterPon16,Jomaca18,2023-04-06T21:51:37.000Z
gutierrezymar,Jomaca18,2023-04-06T21:51:07.000Z
MarCel15671567,SergiMaranya,2023-04-06T21:50:53.000Z
javierfont6,Jomaca18,2023-04-06T21:50:05.000Z
svettasan,larosadereus,2023-04-06T21:49:17.000Z
FanaletFernando,elperiodico_cat,2023-04-06T21:47:59.000Z
AntonioLanzarot,tresmasciento,2023-04-06T21:47:15.000Z
ChemaCorbacho,Jomaca18,2023-04-06T21:46:04.000Z
oscar_benitez_b,MiguelMV1984,2023-04-06T21:45:51.000Z
oscar_benitez_b,PareraEva,2023-04-06T21:45:51.000Z
oscar_benitez_b,valents_cat,2023-04-06T21:45:51.000Z
angelrchacon,JuanMartin_Diez,2023-04-06T21:45:10.000Z
joseluquelora,Jomaca18,2023-04-06T21:45:09.000Z
joanbonellg,MafaldaFreedom1,2023-04-06T21:45:01.000Z
alfkamon,Jomaca18,2023-04-06T21:44:44.000Z
golulaba,Jomaca18,2023-04-06T21:44:28.000Z
VanessaGuannche,Jomaca18,2023-04-06T21:43:17.000Z
PedroNavaja98,JuanmiGG_News,2023-04-06T21:41:38.000Z
ppinmar1975,tresmasciento,2023-04-06T21:41:31.000Z
coiamb,MafaldaFreedom1,2023-04-06T21:41:14.000Z
Lonegan_Lineman,karinacastelao,2023-04-06T21:41:11.000Z
Lonegan_Lineman,helioroque_,2023-04-06T21:41:11.000Z
damiantinocor,EReccio,2023-04-06T21:39:47.000Z
Lagun90425419,IzetaMierdel,2023-04-06T21:39:37.000Z
Zolinlarra,karinacastelao,2023-04-06T21:38:37.000Z
Zolinlarra,helioroque_,2023-04-06T21:38:37.000Z
agricola21juan,WillyTolerdoo,2023-04-06T21:38:28.000Z
MADCJRGA,karinacastelao,2023-04-06T21:35:30.000Z
MADCJRGA,helioroque_,2023-04-06T21:35:30.000Z
Valoofi,Jomaca18,2023-04-06T21:35:01.000Z
javierfont6,Doct_Tricornio,2023-04-06T21:34:37.000Z
Juanmaferg,Jomaca18,2023-04-06T21:34:36.000Z
mcalvoc61,Jomaca18,2023-04-06T21:34:14.000Z
MariseNevado,oscar_benitez_b,2023-04-06T21:33:01.000Z
MariseNevado,PareraEva,2023-04-06T21:33:01.000Z
ander_the_table,PauNoyS,2023-04-06T21:32:11.000Z
JIP90290101,SergiMaranya,2023-04-06T21:31:13.000Z
CharlesSnoopy,danielsirera,2023-04-06T21:28:42.000Z
JoanVendrell8,Jomaca18,2023-04-06T21:27:59.000Z
MarcCandela,veri_fi_cat,2023-04-06T21:25:31.000Z
sylar_71,SanWicente,2023-04-06T21:24:57.000Z
sylar_71,DINGO40378066,2023-04-06T21:24:57.000Z
oscarlupianez,danielsirera,2023-04-06T21:24:37.000Z
PepRiera3,MafaldaFreedom1,2023-04-06T21:23:58.000Z
SimonBergen10,danielsirera,2023-04-06T21:22:29.000Z
PepRiera3,CogitoErgoFuit,2023-04-06T21:21:02.000Z
LisardLoboLobo1,Tabarnia_Pregon,2023-04-06T21:20:40.000Z
fervilla80,Jomaca18,2023-04-06T21:19:46.000Z
Charlieresti,Doct_Tricornio,2023-04-06T21:19:40.000Z
CrissolForum,Jomaca18,2023-04-06T21:19:34.000Z
LaOooim,Agusti76529081,2023-04-06T21:19:26.000Z
n_balleste,SergiMaranya,2023-04-06T21:18:55.000Z
PepRiera3,naciodigital,2023-04-06T21:18:41.000Z
AlixPacheco2,Jomaca18,2023-04-06T21:18:18.000Z
kikesua8,karinacastelao,2023-04-06T21:18:04.000Z
kikesua8,helioroque_,2023-04-06T21:18:04.000Z
annamariasastre,naciodigital,2023-04-06T21:18:04.000Z
Alcornoqueorgu1,Jomaca18,2023-04-06T21:17:52.000Z
CrissolForum,Jomaca18,2023-04-06T21:17:21.000Z
Rosa86930320,tresmasciento,2023-04-06T21:16:55.000Z
JavierCaso,danielsirera,2023-04-06T21:16:03.000Z
9Majesus1,larosadereus,2023-04-06T21:15:55.000Z
EnVanguardia202,tresmasciento,2023-04-06T21:14:54.000Z
duendevedde,Jomaca18,2023-04-06T21:14:43.000Z
Marichu321,SanWicente,2023-04-06T21:14:30.000Z
Marichu321,DINGO40378066,2023-04-06T21:14:30.000Z
ciudadfutura,karinacastelao,2023-04-06T21:12:17.000Z
ciudadfutura,helioroque_,2023-04-06T21:12:17.000Z
paquigallart,Jomaca18,2023-04-06T21:11:34.000Z
Tarj2016,Jomaca18,2023-04-06T21:11:17.000Z
ManelFerri,PauNoyS,2023-04-06T21:09:37.000Z
qunxita,larosadereus,2023-04-06T21:09:07.000Z
magdatelde,Jomaca18,2023-04-06T21:08:39.000Z
Republic451,Jomaca18,2023-04-06T21:07:18.000Z
TLimonero,Jomaca18,2023-04-06T21:07:15.000Z
qunxita,Tabarnia_Pregon,2023-04-06T21:07:05.000Z
Guiller38847803,DiarioEspana_es,2023-04-06T21:06:32.000Z
Guiller38847803,annagrauarias,2023-04-06T21:06:32.000Z
Guiller38847803,CiutadansCs,2023-04-06T21:06:32.000Z
Jo_Herrero,Jomaca18,2023-04-06T21:06:30.000Z
licklicks,Jomaca18,2023-04-06T21:05:43.000Z
licklicks,Jomaca18,2023-04-06T21:05:22.000Z
AliciaTebar1,SergiMaranya,2023-04-06T21:05:16.000Z
Jo_Herrero,Jomaca18,2023-04-06T21:04:22.000Z
qunxita,BCNmetropoli,2023-04-06T21:04:15.000Z
CapitanVallo,DersuUzala23,2023-04-06T21:04:14.000Z
BarcelonaResis1,OnVasBarcelona,2023-04-06T21:03:33.000Z
QuintairosM,WillyTolerdoo,2023-04-06T21:03:30.000Z
rus_loli,Jomaca18,2023-04-06T21:03:02.000Z
byherency,FroilLannister,2023-04-06T21:02:37.000Z
Laprinc45100955,Antonperilon,2023-04-06T21:02:01.000Z
Laprinc45100955,jesanez,2023-04-06T21:02:01.000Z
Laprinc45100955,dsegoviaatienza,2023-04-06T21:02:01.000Z
Laprinc45100955,EnricJuliana,2023-04-06T21:02:01.000Z
Mano614,Jomaca18,2023-04-06T21:01:21.000Z
naciodigital,fmarcalvaro,2023-04-06T21:00:00.000Z
AneCano,Jomaca18,2023-04-06T20:59:53.000Z
rooiboos69,Jomaca18,2023-04-06T20:59:53.000Z
Cuca58313842,danielsirera,2023-04-06T20:59:45.000Z
MasMaderaaa,Jomaca18,2023-04-06T20:59:44.000Z
FdezLois,tresmasciento,2023-04-06T20:59:40.000Z
FEstilicon,Jomaca18,2023-04-06T20:59:16.000Z
El_Guapo_McFly,FroilLannister,2023-04-06T20:58:42.000Z
mnuclear1,Jomaca18,2023-04-06T20:57:05.000Z
Luisa48071328,Jomaca18,2023-04-06T20:56:56.000Z
Titoretto,Jomaca18,2023-04-06T20:56:36.000Z
Sayragc76,WillyTolerdoo,2023-04-06T20:56:09.000Z
TooMuchChorizo,Jomaca18,2023-04-06T20:56:01.000Z
profunditats,SergiMaranya,2023-04-06T20:55:51.000Z
mariapa67063676,SanWicente,2023-04-06T20:55:38.000Z
mariapa67063676,DINGO40378066,2023-04-06T20:55:38.000Z
jordisubirana,xaviertrias,2023-04-06T20:55:36.000Z
Encarna12969175,Antonperilon,2023-04-06T20:54:55.000Z
Encarna12969175,jesanez,2023-04-06T20:54:55.000Z
Encarna12969175,dsegoviaatienza,2023-04-06T20:54:55.000Z
Encarna12969175,EnricJuliana,2023-04-06T20:54:55.000Z
miguel_teigar,MiguelMV1984,2023-04-06T20:53:29.000Z
miguel_teigar,PareraEva,2023-04-06T20:53:29.000Z
miguel_teigar,valents_cat,2023-04-06T20:53:29.000Z
Antonperilon,jesanez,2023-04-06T20:53:21.000Z
Antonperilon,dsegoviaatienza,2023-04-06T20:53:21.000Z
Antonperilon,EnricJuliana,2023-04-06T20:53:21.000Z
ramalamadindon,Jomaca18,2023-04-06T20:52:53.000Z
miguel_teigar,elCatalan_es,2023-04-06T20:52:42.000Z
miguel_teigar,elCatalan_es,2023-04-06T20:52:42.000Z
emporiomanolo,Jomaca18,2023-04-06T20:52:39.000Z
JoanenF,SergiMaranya,2023-04-06T20:52:21.000Z
Masculinitat,OnVasBarcelona,2023-04-06T20:52:10.000Z
Floretteflorett,JuanmiGG_News,2023-04-06T20:52:03.000Z
ELADIO_objetivo,Jomaca18,2023-04-06T20:51:55.000Z
Ricardo51347108,tresmasciento,2023-04-06T20:51:52.000Z
ASA90594458,DomingoOriol,2023-04-06T20:50:20.000Z
ASA90594458,NiellPipa,2023-04-06T20:50:20.000Z
ASA90594458,elnacionalcat,2023-04-06T20:50:20.000Z
JuanaMontana10,Jomaca18,2023-04-06T20:48:04.000Z
amart166,Jomaca18,2023-04-06T20:47:56.000Z
vox_noticias_,Jomaca18,2023-04-06T20:47:36.000Z
EnVanguardia202,Jomaca18,2023-04-06T20:47:30.000Z
Ras01764955,Jomaca18,2023-04-06T20:47:30.000Z
Mari_Celi23,Jomaca18,2023-04-06T20:46:43.000Z
Mari_Celi23,Jomaca18,2023-04-06T20:45:35.000Z
McCaree,PauNoyS,2023-04-06T20:45:27.000Z
SergioMtez,comuns_info,2023-04-06T20:45:04.000Z
nacho55265988,tresmasciento,2023-04-06T20:43:57.000Z
FranciscoM92513,SanWicente,2023-04-06T20:43:41.000Z
FranciscoM92513,DINGO40378066,2023-04-06T20:43:41.000Z
10000maniacs1,Jomaca18,2023-04-06T20:43:04.000Z
malpaso007,Jomaca18,2023-04-06T20:42:39.000Z
Veraadinevis,comuns_info,2023-04-06T20:42:38.000Z
10000maniacs1,Jomaca18,2023-04-06T20:41:25.000Z
Se_villano,tresmasciento,2023-04-06T20:41:04.000Z
guasch22,SergiMaranya,2023-04-06T20:38:17.000Z
Rosa68386313,libre_mercado,2023-04-06T20:38:07.000Z
Juanant26768254,BCNmetropoli,2023-04-06T20:38:00.000Z
disonacognitiva,Jomaca18,2023-04-06T20:35:00.000Z
diosyfilosofia,Jomaca18,2023-04-06T20:33:53.000Z
IvoMuoz15,tresmasciento,2023-04-06T20:33:52.000Z
atletista1989,karinacastelao,2023-04-06T20:33:19.000Z
atletista1989,helioroque_,2023-04-06T20:33:19.000Z
drcerezuela1,Jomaca18,2023-04-06T20:32:59.000Z
jos_mateos,ToroenReposo,2023-04-02T16:50:09.000Z
MotionCraven,GraaLpez,2023-04-02T16:50:06.000Z
ander_the_table,ElHuffPost,2023-04-02T16:50:00.000Z
Jaumestragues,PacoEscudero12,2023-04-02T16:49:35.000Z
Tweety2719mes,PacoEscudero12,2023-04-02T16:49:16.000Z
radioactivovel,GuajeSalvaje,2023-04-02T16:48:35.000Z
hdezerre,arrmate1,2023-04-02T16:48:28.000Z
FelipeOntive,hugomanchon,2023-04-02T16:48:25.000Z
GD11997744,GuajeSalvaje,2023-04-02T16:48:06.000Z
peppis25,ToroenReposo,2023-04-02T16:47:51.000Z
ChuckyBcnCAT,EnComu_Podem,2023-04-02T16:47:51.000Z
ChuckyBcnCAT,jessicaalbiach,2023-04-02T16:47:51.000Z
ChuckyBcnCAT,LluisFalgas,2023-04-02T16:47:51.000Z
ppsmbcn,danielsirera,2023-04-02T16:47:49.000Z
Jabbastation,PacoEscudero12,2023-04-02T16:47:40.000Z
ericsanclemente,oscar_benitez_b,2023-04-02T16:47:07.000Z
javiertres,PacoEscudero12,2023-04-02T16:47:02.000Z
lolibejarano,valents_cat,2023-04-02T16:46:40.000Z
Gatsbyelgrande,ToroenReposo,2023-04-02T16:46:28.000Z
DazRos2,ToroenReposo,2023-04-02T16:46:20.000Z
sunshin30893448,profewebjmel,2023-04-02T16:45:41.000Z
TMDD15,hugomanchon,2023-04-02T16:45:38.000Z
JuanCar79165713,diasasaigonados,2023-04-02T16:45:32.000Z
ManuelG12415340,ToroenReposo,2023-04-02T16:45:26.000Z
Ailaxy,HeiwaPaz,2023-04-02T16:45:04.000Z
SVelascoJimenez,larazon_es,2023-04-02T16:44:47.000Z
Borjavh89,PedroOtamendi,2023-04-02T16:44:43.000Z
cabellblanc,PacoEscudero12,2023-04-02T16:44:34.000Z
Tusiquevales28,GuajeSalvaje,2023-04-02T16:44:28.000Z
jrmmontes,hugomanchon,2023-04-02T16:44:17.000Z
EulateBrigitte,hugomanchon,2023-04-02T16:44:05.000Z
Memole_33,Panik81,2023-04-02T16:44:02.000Z
Cierraelpico,ToroenReposo,2023-04-02T16:43:26.000Z
AlvaroMarReg,ToroenReposo,2023-04-02T16:43:13.000Z
annickrepublic2,PacoEscudero12,2023-04-02T16:42:57.000Z
alvarezirun,ToroenReposo,2023-04-02T16:42:56.000Z
rasomosierra,ToroenReposo,2023-04-02T16:42:43.000Z
jose77110,PedroOtamendi,2023-04-02T16:42:27.000Z
Mireia42718450,GuajeSalvaje,2023-04-02T16:42:25.000Z
MickBate111,josue_coello,2023-04-02T16:41:53.000Z
Mayte_L_M,ToroenReposo,2023-04-02T16:41:46.000Z
DolsR,PacoEscudero12,2023-04-02T16:41:41.000Z
criscch71,ToroenReposo,2023-04-02T16:41:33.000Z
Ruabos1980,ToroenReposo,2023-04-02T16:41:28.000Z
medeheis,ToroenReposo,2023-04-02T16:41:24.000Z
LilianaAmeiro,publico_es,2023-04-02T16:41:15.000Z
JJGrijander,ToroenReposo,2023-04-02T16:41:13.000Z
BretonsCarlos,ToroenReposo,2023-04-02T16:41:03.000Z
angelesget,arrmate1,2023-04-02T16:40:52.000Z
zorroazur,PedroOtamendi,2023-04-02T16:40:50.000Z
emosioenganaos,ToroenReposo,2023-04-02T16:40:49.000Z
lluisbrunet,vagadefam,2023-04-02T16:40:48.000Z
AJasgcoto,ToroenReposo,2023-04-02T16:40:46.000Z
pollastret,GuajeSalvaje,2023-04-02T16:40:34.000Z
Alfredo06326156,ToroenReposo,2023-04-02T16:40:21.000Z
Kiramateu1,pmusifloren,2023-04-02T16:40:16.000Z
Kiramateu1,PSOE,2023-04-02T16:40:16.000Z
els_cauen,arrmate1,2023-04-02T16:40:15.000Z
afcapilla,GuajeSalvaje,2023-04-02T16:39:22.000Z
itisfreed,profewebjmel,2023-04-02T16:39:21.000Z
77croy,PedroOtamendi,2023-04-02T16:39:00.000Z
carlos86029017,el_pais,2023-04-02T16:38:57.000Z
anajanetgm,ToroenReposo,2023-04-02T16:38:18.000Z
josep7375,eldisidenteOK,2023-04-02T16:38:12.000Z
personahumana11,hugomanchon,2023-04-02T16:38:10.000Z
Capri69537101,BalbontinCas,2023-04-02T16:37:58.000Z
SparklierChutoy,PedroOtamendi,2023-04-02T16:37:57.000Z
manolomayesta,GuajeSalvaje,2023-04-02T16:37:45.000Z
pascualroger1,elperiodico,2023-04-02T16:37:36.000Z
ANABELN45937139,ToroenReposo,2023-04-02T16:37:24.000Z
xiquetdecasa,GuajeSalvaje,2023-04-02T16:37:14.000Z
AB_1931,Ludvig1973,2023-04-02T16:37:11.000Z
AB_1931,Esquerra_ERC,2023-04-02T16:37:11.000Z
AdricatBcn,PacoEscudero12,2023-04-02T16:37:02.000Z
Tapichin,ToroenReposo,2023-04-02T16:36:34.000Z
luisma68,ToroenReposo,2023-04-02T16:36:17.000Z
Flori2012,ToroenReposo,2023-04-02T16:36:00.000Z
Sr_Gomez_,PedroOtamendi,2023-04-02T16:35:47.000Z
CiudadanoEjemp2,GuajeSalvaje,2023-04-02T16:35:32.000Z
VIVENZO1,rooiboos69,2023-04-02T16:34:38.000Z
VIVENZO1,monicaoltra,2023-04-02T16:34:38.000Z
rooiboos69,GuajeSalvaje,2023-04-02T16:34:21.000Z
jvvvtt,PedroOtamendi,2023-04-02T16:34:01.000Z
Princese_Six,ToroenReposo,2023-04-02T16:33:57.000Z
mafalda1pao,arrmate1,2023-04-02T16:33:48.000Z
VIVENZO1,CayetanoElRey,2023-04-02T16:33:45.000Z
lluisriba,Ludvig1973,2023-04-02T16:33:38.000Z
lluisriba,Esquerra_ERC,2023-04-02T16:33:38.000Z
VIVENZO1,ToroenReposo,2023-04-02T16:33:38.000Z
leosdoros,ToroenReposo,2023-04-02T16:33:33.000Z
SotelorJose,ToroenReposo,2023-04-02T16:33:14.000Z
vallmy,PacoEscudero12,2023-04-02T16:33:14.000Z
PacoHumpry,ToroenReposo,2023-04-02T16:33:13.000Z
BoleynLorraine,ToroenReposo,2023-04-02T16:33:12.000Z
DonOstia_,ToroenReposo,2023-04-02T16:33:08.000Z
jvvvtt,ToroenReposo,2023-04-02T16:33:02.000Z
inakimex,GuajeSalvaje,2023-04-02T16:32:46.000Z
neusgarcalpez,Ludvig1973,2023-04-02T16:32:35.000Z
neusgarcalpez,Esquerra_ERC,2023-04-02T16:32:35.000Z
Bolkonski,PedroOtamendi,2023-04-02T16:32:33.000Z
Karina56466101,jaumecollboni,2023-04-02T16:32:26.000Z
Karina56466101,socialistes_cat,2023-04-02T16:32:26.000Z
Karina56466101,pscbarcelona,2023-04-02T16:32:26.000Z
Karina56466101,carlosprietogo,2023-04-02T16:32:26.000Z
Karina56466101,FerranPedret,2023-04-02T16:32:26.000Z
Karina56466101,LluisRabell,2023-04-02T16:32:26.000Z
Karina56466101,MariaEugeniaGay,2023-04-02T16:32:26.000Z
Karina56466101,PSOE,2023-04-02T16:32:26.000Z
Karina56466101,jscbarcelona,2023-04-02T16:32:26.000Z
Karina56466101,salvadorilla,2023-04-02T16:32:26.000Z
Karina56466101,miqueliceta,2023-04-02T16:32:26.000Z
C_Montserrat77,ToroenReposo,2023-04-02T16:32:04.000Z
jotokk,PacoEscudero12,2023-04-02T16:31:49.000Z
Iruizgimeneza,carolacaracola5,2023-04-02T16:31:48.000Z
inakimex,PedroOtamendi,2023-04-02T16:31:47.000Z
esperanttot,Ludvig1973,2023-04-02T16:31:32.000Z
esperanttot,Esquerra_ERC,2023-04-02T16:31:32.000Z
nincobo9,arrmate1,2023-04-02T16:30:57.000Z
PacoHumpry,valents_cat,2023-04-02T16:30:45.000Z
PijoanRosa,PacoEscudero12,2023-04-02T16:30:40.000Z
ManuelGarcaCen1,acuario_venus,2023-04-02T16:30:30.000Z
ManuelGarcaCen1,YouTube,2023-04-02T16:30:30.000Z
PalmaNeus,PacoEscudero12,2023-04-02T16:30:26.000Z
batlander1,ToroenReposo,2023-04-02T16:30:06.000Z
MediavillaMarga,serna_juanillo,2023-04-02T16:30:03.000Z
MediavillaMarga,TribunaVa,2023-04-02T16:30:03.000Z
MediavillaMarga,mariatuitea,2023-04-02T16:30:03.000Z
MediavillaMarga,alberbustos,2023-04-02T16:30:03.000Z
MediavillaMarga,rocioanguita,2023-04-02T16:30:03.000Z
MediavillaMarga,TomaLaPalabraVA,2023-04-02T16:30:03.000Z
rooiboos69,monicaoltra,2023-04-02T16:30:01.000Z
FerBarceloB,GuajeSalvaje,2023-04-02T16:29:59.000Z
lisell89,ToroenReposo,2023-04-02T16:29:44.000Z
foralaborbonada,Ludvig1973,2023-04-02T16:29:10.000Z
foralaborbonada,Esquerra_ERC,2023-04-02T16:29:10.000Z
begarar,hugomanchon,2023-04-02T16:28:58.000Z
marisantboi,PacoEscudero12,2023-04-02T16:28:57.000Z
javipinar,ToroenReposo,2023-04-02T16:28:55.000Z
Un_Leonardo,ToroenReposo,2023-04-02T16:28:42.000Z
vadortitus,FrancescRep,2023-04-02T16:28:41.000Z
ngelesLpezVill1,PedroOtamendi,2023-04-02T16:28:36.000Z
komadreja6,eldisidenteOK,2023-04-02T16:28:18.000Z
juancarjc,ToroenReposo,2023-04-02T16:28:09.000Z
jestradamo,eldebate_com,2023-04-02T16:27:41.000Z
ErgoProxyMLC,PareraEva,2023-04-02T16:27:32.000Z
ErgoProxyMLC,valents_cat,2023-04-02T16:27:32.000Z
ramondeveciana,OnVasBarcelona,2023-04-02T16:27:29.000Z
Faciendo_,publico_es,2023-04-02T16:27:05.000Z
edgarrod1950,bieitorubido,2023-04-02T16:27:01.000Z
Sara121984,ToroenReposo,2023-04-02T16:27:00.000Z
Eduardo65539796,almudenanegro,2023-04-02T16:26:55.000Z
Eduardo65539796,danielsirera,2023-04-02T16:26:55.000Z
jomormed,publico_es,2023-04-02T16:26:42.000Z
AnaSant94575892,hugomanchon,2023-04-02T16:26:39.000Z
Javier61434239,PedroOtamendi,2023-04-02T16:26:20.000Z
AmbiConstructiv,ToroenReposo,2023-04-02T16:26:18.000Z
marsaladita,ToroenReposo,2023-04-02T16:25:58.000Z
SalgadoSergi,miquel_esteve,2023-04-02T16:25:48.000Z
SalgadoSergi,elperiodico_cat,2023-04-02T16:25:48.000Z
SalgadoSergi,bcn_ajuntament,2023-04-02T16:25:48.000Z
SalgadoSergi,AdaColau,2023-04-02T16:25:48.000Z
DisiRich,tomasrp3_,2023-04-02T16:25:47.000Z
dieguitofrias,ToroenReposo,2023-04-02T16:25:32.000Z
GALMENA3,ToroenReposo,2023-04-02T16:25:15.000Z
anacabs,ElPeriodico_Esp,2023-04-02T16:24:45.000Z
Carmen01505421,GuajeSalvaje,2023-04-02T16:23:41.000Z
SparklierChutoy,ToroenReposo,2023-04-02T16:23:37.000Z
Aleee_DmHdez,GenovevaLopezR,2023-04-02T16:23:32.000Z
Aleee_DmHdez,eiomc,2023-04-02T16:23:32.000Z
Aleee_DmHdez,CCivicaCatalana,2023-04-02T16:23:32.000Z
chimbuzov3,PedroOtamendi,2023-04-02T16:23:07.000Z
maccamcend,PedroOtamendi,2023-04-02T16:23:04.000Z
OscarQuemada1,ToroenReposo,2023-04-02T16:22:54.000Z
HCInmo,ToroenReposo,2023-04-02T16:22:47.000Z
Carraskinho,PedroOtamendi,2023-04-02T16:22:41.000Z
CazorroAguado,ElHuffPost,2023-04-02T16:22:28.000Z
Lolita72477511,eldebate_com,2023-04-02T16:21:36.000Z
jordimanri,SergiMaranya,2023-04-02T16:21:31.000Z
jordimanri,AdaColau,2023-04-02T16:21:31.000Z
jordimanri,janetsanz,2023-04-02T16:21:31.000Z
Finselscullons1,PacoEscudero12,2023-04-02T16:21:21.000Z
XiomaSnchez1,franmacos,2023-04-02T16:21:20.000Z
Rufo_ND,GuajeSalvaje,2023-04-02T16:20:40.000Z
Carlos_C_65,ToroenReposo,2023-04-02T16:20:10.000Z
pilarleon71,GuajeSalvaje,2023-04-02T16:19:49.000Z
camal12016397,ToroenReposo,2023-04-02T16:19:48.000Z
mariafg55,GuajeSalvaje,2023-04-02T16:19:42.000Z
MarcValls6,Ludvig1973,2023-04-02T16:19:18.000Z
MarcValls6,Esquerra_ERC,2023-04-02T16:19:18.000Z
rodriguezamorin,publico_es,2023-04-02T16:19:06.000Z
artrescan,Panik81,2023-04-02T16:19:03.000Z
JavierP38202471,ToroenReposo,2023-04-02T16:18:44.000Z
criscch71,hugomanchon,2023-04-02T16:18:43.000Z
pyrofernando,ToroenReposo,2023-04-02T16:18:17.000Z
jerula,ToroenReposo,2023-04-02T16:18:08.000Z
javiermartina4,GuajeSalvaje,2023-04-02T16:18:06.000Z
Falcata85878588,PedroOtamendi,2023-04-02T16:18:02.000Z
UnCiudadanoCu14,ToroenReposo,2023-04-02T16:17:56.000Z
kekocubas,PedroOtamendi,2023-04-02T16:17:53.000Z
jmoraib,ToroenReposo,2023-04-02T16:17:41.000Z
JoseTortosaMar1,ToroenReposo,2023-04-02T16:17:32.000Z
JordiHC1967,SergiMaranya,2023-04-02T16:17:29.000Z
JordiHC1967,AdaColau,2023-04-02T16:17:29.000Z
JordiHC1967,janetsanz,2023-04-02T16:17:29.000Z
HectorConH_,el_pais,2023-04-02T16:17:23.000Z
edicoyote38,CayetanoElRey,2023-04-02T16:17:14.000Z
lenilua63,HeiwaPaz,2023-04-02T16:17:03.000Z
angelheras64,PedroOtamendi,2023-04-02T16:17:00.000Z
lenilua63,amoralesjurado,2023-04-02T16:16:50.000Z
Manifiestocat,PareraEva,2023-04-02T16:16:42.000Z
Manifiestocat,TheObjective_es,2023-04-02T16:16:39.000Z
Manifiestocat,EdicionesDeusto,2023-04-02T16:16:37.000Z
fimalour,GraaLpez,2023-04-02T16:16:35.000Z
paco0492,hugomanchon,2023-04-02T16:16:33.000Z
Feolas87,el_pais,2023-04-02T16:16:26.000Z
GustavoSBR,ToroenReposo,2023-04-02T16:16:24.000Z
carlos86029017,ElHuffPost,2023-04-02T16:16:22.000Z
lenilua63,franju,2023-04-02T16:16:21.000Z
Manifiestocat,enoticiescat,2023-04-02T16:16:20.000Z
ColacaoDon,PacoEscudero12,2023-04-02T16:16:19.000Z
Martinezelfach3,GuajeSalvaje,2023-04-02T16:16:09.000Z
Manifiestocat,valents_cat,2023-04-02T16:16:05.000Z
mosquera061,hugomanchon,2023-04-02T16:16:05.000Z
paco0492,PedroOtamendi,2023-04-02T16:16:01.000Z
fanuba1978,PedroOtamendi,2023-04-02T16:15:56.000Z
SparklierChutoy,GuajeSalvaje,2023-04-02T16:15:53.000Z
Manifiestocat,periodistadigit,2023-04-02T16:15:53.000Z
Manifiestocat,PareraEva,2023-04-02T16:15:53.000Z
Manifiestocat,elCatalan_es,2023-04-02T16:15:42.000Z
Manifiestocat,PareraEva,2023-04-02T16:15:42.000Z
Manifiestocat,elCatalan_es,2023-04-02T16:15:42.000Z
amparoneptuno,PedroOtamendi,2023-04-02T16:15:39.000Z
Manifiestocat,PareraEva,2023-04-02T16:15:35.000Z
Manifiestocat,valents_cat,2023-04-02T16:15:35.000Z
